City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
354,pitanga,-24.7572,-51.7614,292.29,87,6,0.22,BR,1738452122
355,chui,-33.6971,-53.4616,295.22,90,11,3.01,UY,1738452123
356,dryden,49.7833,-92.7503,262.31,79,100,5.66,CA,1738452124
357,baringo,0.4667,35.9667,297.32,49,88,1.58,KE,1738452125
358,zambezi,-13.5432,23.1047,291.98,84,90,1.62,ZM,1738452126
359,taltal,-25.4,-70.4833,293.59,75,31,1.91,CL,1738452127
360,ambovombe,-25.1667,46.0833,296.39,82,12,3.57,MG,1738452128
361,puerto armuelles,8.2833,-82.8667,301.53,71,100,2.24,PA,1738452129
362,natal,-5.795,-35.2094,301.27,74,0,3.6,BR,1738452130
363,manicore,-5.8092,-61.3003,297.21,98,75,0.7,BR,1738452132
364,mizdah,31.4451,12.9801,284.66,32,0,3.49,LY,1738452133
365,jora,26.3333,77.8167,287.32,52,0,0.75,IN,1738452134
